PlaceName,Administration Type,State Name,State Codename,Population,Town Class
Sethiathoppu,TP,TAMIL_NADU,TN,7963,V
Sevugampatti,TP,TAMIL_NADU,TN,9902,V
Shenkottai,M,TAMIL_NADU,TN,26838,III
Sholavandan,TP,TAMIL_NADU,TN,21638,III
Sholingur,TP,TAMIL_NADU,TN,26652,III
Sholur,TP,TAMIL_NADU,TN,11152,IV
Singampuneri,TP,TAMIL_NADU,TN,16858,IV
Singaperumalkoil,CT,TAMIL_NADU,TN,8083,V
Sirkali,M,TAMIL_NADU,TN,32228,III
Sirugamani,TP,TAMIL_NADU,TN,9994,V
Sirumugai,TP,TAMIL_NADU,TN,19383,IV
Sithayankottai,TP,TAMIL_NADU,TN,12099,IV
Sithurajapuram,CT,TAMIL_NADU,TN,13273,IV
Sivaganga,M,TAMIL_NADU,TN,40220,III
Sivagiri,TP,TAMIL_NADU,TN,20380,III
Sivagiri,TP,TAMIL_NADU,TN,16255,IV
Sivakasi,UA,TAMIL_NADU,TN,121358,I
Sivanthipuram,CT,TAMIL_NADU,TN,13819,IV
Srimushnam,TP,TAMIL_NADU,TN,11992,IV
Sriperumbudur,TP,TAMIL_NADU,TN,16156,IV
Sriramapuram,TP,TAMIL_NADU,TN,8933,V
Srivaikuntam,TP,TAMIL_NADU,TN,16221,IV
Srivilliputhur,M,TAMIL_NADU,TN,73183,II
Suchindram,TP,TAMIL_NADU,TN,12052,IV
Sundarapandiam,TP,TAMIL_NADU,TN,8549,V
Sundarapandiapuram,TP,TAMIL_NADU,TN,7711,V
Surandai,TP,TAMIL_NADU,TN,28146,III
Suriyampalayam,TP,TAMIL_NADU,TN,21923,III
Swamimalai,TP,TAMIL_NADU,TN,6982,V
T.Kallupatti,TP,TAMIL_NADU,TN,9416,V
Tayilupatti,CT,TAMIL_NADU,TN,8785,V
Tenkasi,M,TAMIL_NADU,TN,63432,II
Thadikombu,TP,TAMIL_NADU,TN,16081,IV
Thakkolam,TP,TAMIL_NADU,TN,9908,V
Thalainayar,TP,TAMIL_NADU,TN,11635,IV
Thalakudi,TP,TAMIL_NADU,TN,8568,V
Thamaraikulam,TP,TAMIL_NADU,TN,10391,IV
Thammampatti,TP,TAMIL_NADU,TN,20751,III
Thanjavur,M,TAMIL_NADU,TN,215314,I
Tharamangalam,TP,TAMIL_NADU,TN,22144,III
Tharangambadi,TP,TAMIL_NADU,TN,20843,III
Thathaiyangarpet,TP,TAMIL_NADU,TN,12286,IV
Thedavur,TP,TAMIL_NADU,TN,7461,V
Thengampudur,TP,TAMIL_NADU,TN,12675,IV
Theni Allinagaram,M,TAMIL_NADU,TN,85498,II
Thenkarai,TP,TAMIL_NADU,TN,11597,IV
Thenkarai,TP,TAMIL_NADU,TN,7247,V
Thenthamaraikulam,TP,TAMIL_NADU,TN,11106,IV
Thenthiruperai,TP,TAMIL_NADU,TN,5096,V
Thesur,TP,TAMIL_NADU,TN,6937,V
Thevaram,TP,TAMIL_NADU,TN,14637,IV
Thevur,TP,TAMIL_NADU,TN,8115,V
Thiagadurgam,TP,TAMIL_NADU,TN,13633,IV
Thingalnagar,TP,TAMIL_NADU,TN,12562,IV
Thirukarungudi,TP,TAMIL_NADU,TN,8875,V
Thirukkattupalli,TP,TAMIL_NADU,TN,12567,IV
Thirumalayampalayam,TP,TAMIL_NADU,TN,11136,IV
Thirumangalam,M,TAMIL_NADU,TN,43631,III
Thirunageswaram,TP,TAMIL_NADU,TN,13797,IV
Thirunindravur,TP,TAMIL_NADU,TN,29332,III
Thiruparappu,TP,TAMIL_NADU,TN,21736,III
Thiruporur,TP,TAMIL_NADU,TN,8299,V
Thiruppanandal,TP,TAMIL_NADU,TN,10376,IV
Thirupuvanam,TP,TAMIL_NADU,TN,21589,III
Thirupuvanam,TP,TAMIL_NADU,TN,14135,IV
Thiruthuraipoondi,M,TAMIL_NADU,TN,22905,III
Thiruvaiyaru,TP,TAMIL_NADU,TN,14511,IV
Thiruvalam,TP,TAMIL_NADU,TN,7936,V
Thiruvallur,M,TAMIL_NADU,TN,45732,III
Thiruvarur,M,TAMIL_NADU,TN,56341,II
Thiruvattaru,TP,TAMIL_NADU,TN,18272,IV
Thiruvenkatam,TP,TAMIL_NADU,TN,7353,V
Thiruvennainallur,TP,TAMIL_NADU,TN,8582,V
Thiruvidaimarudur,TP,TAMIL_NADU,TN,13765,IV
Thiruvithankodu,TP,TAMIL_NADU,TN,16397,IV
Thisayanvilai,TP,TAMIL_NADU,TN,19559,IV
Thittacheri,TP,TAMIL_NADU,TN,8490,V
Thondamuthur,TP,TAMIL_NADU,TN,9340,V
Thondi,TP,TAMIL_NADU,TN,15304,IV
Thoothukkudi,UA,TAMIL_NADU,TN,243415,I
Thorapadi,TP,TAMIL_NADU,TN,5523,V
Thottiyam,TP,TAMIL_NADU,TN,13683,IV
Thuraiyur,M,TAMIL_NADU,TN,31005,III
Thuthipattu,CT,TAMIL_NADU,TN,6984,V
Timiri,TP,TAMIL_NADU,TN,14953,IV
Tindivanam,M,TAMIL_NADU,TN,67737,II
Tiruchendur,UA,TAMIL_NADU,TN,87101,II
Tiruchengode,M,TAMIL_NADU,TN,80187,II
Tiruchirappalli,UA,TAMIL_NADU,TN,866354,I
Tirukalukundram,TP,TAMIL_NADU,TN,23715,III
Tirukkoyilur,TP,TAMIL_NADU,TN,27197,III
Tirunelveli,UA,TAMIL_NADU,TN,433352,I
Tirupathur,M,TAMIL_NADU,TN,60876,II
Tirupathur,TP,TAMIL_NADU,TN,23559,III
Tiruppur,UA,TAMIL_NADU,TN,550826,I
Tiruttani,TP,TAMIL_NADU,TN,38314,III
Tiruvannamalai,M,TAMIL_NADU,TN,130567,I
Tiruvethipuram,M,TAMIL_NADU,TN,35201,III
Tittakudi,TP,TAMIL_NADU,TN,20735,III
TNPL Pugalur,TP,TAMIL_NADU,TN,5865,V
Udangudi,TP,TAMIL_NADU,TN,19390,IV
Udayarpalayam,TP,TAMIL_NADU,TN,11320,IV
Udhagamandalam,M,TAMIL_NADU,TN,93987,II
Udumalaipettai,M,TAMIL_NADU,TN,59668,II
Ulundurpettai,TP,TAMIL_NADU,TN,19258,IV
Unjalur,TP,TAMIL_NADU,TN,2628,VI
Unnamalaikadai,TP,TAMIL_NADU,TN,20666,III
Uppidamangalam,TP,TAMIL_NADU,TN,10151,IV
Uppiliapuram,TP,TAMIL_NADU,TN,6699,V
Urapakkam,CT,TAMIL_NADU,TN,13445,IV
Usilampatti,M,TAMIL_NADU,TN,30601,III
Uthamapalayam,TP,TAMIL_NADU,TN,22104,III
Uthangarai,TP,TAMIL_NADU,TN,15443,IV
Uthiramerur,TP,TAMIL_NADU,TN,23656,III
Uthukkottai,TP,TAMIL_NADU,TN,10626,IV
Uthukuli,TP,TAMIL_NADU,TN,8294,V
V. Pudur,TP,TAMIL_NADU,TN,8091,V
V.Pudupatti,TP,TAMIL_NADU,TN,7855,V
Vadakarai Keezhpadugai,TP,TAMIL_NADU,TN,17349,IV
Vadakkanandal,TP,TAMIL_NADU,TN,19846,IV
Vadakkuvalliyur,TP,TAMIL_NADU,TN,24023,III
Vadalur,TP,TAMIL_NADU,TN,26016,III
Vadamadurai,TP,TAMIL_NADU,TN,15549,IV
Vadipatti,TP,TAMIL_NADU,TN,21833,III
Vadugapatti,TP,TAMIL_NADU,TN,12377,IV
Vadugapatti,TP,TAMIL_NADU,TN,10921,IV
Vaitheeswarankoil,TP,TAMIL_NADU,TN,7511,V
Valangaiman,TP,TAMIL_NADU,TN,11281,IV
Valavanur,TP,TAMIL_NADU,TN,14083,IV
Vallam,TP,TAMIL_NADU,TN,14816,IV
Valparai,TP,TAMIL_NADU,TN,95107,II
Valvaithankoshtam,TP,TAMIL_NADU,TN,16686,IV
Vanavasi,TP,TAMIL_NADU,TN,6780,V
Vandavasi,M,TAMIL_NADU,TN,29610,III
Vaniputhur,TP,TAMIL_NADU,TN,12207,IV
Vaniyambadi,UA,TAMIL_NADU,TN,103950,I
Varadarajanpettai,TP,TAMIL_NADU,TN,8575,V
Vasudevanallur,TP,TAMIL_NADU,TN,19062,IV
Vathirairuppu,TP,TAMIL_NADU,TN,16007,IV
Vazhapadi,TP,TAMIL_NADU,TN,16104,IV
Vedaranyam,TP,TAMIL_NADU,TN,31627,III
Vedasandur,TP,TAMIL_NADU,TN,10813,IV
Veeraganur,TP,TAMIL_NADU,TN,10547,IV
Veerakkalpudur,TP,TAMIL_NADU,TN,16424,IV
Veerapandi,TP,TAMIL_NADU,TN,14294,IV
Veeravanallur,TP,TAMIL_NADU,TN,19785,IV
Velankanni,TP,TAMIL_NADU,TN,10151,IV
Vellakoil,TP,TAMIL_NADU,TN,34438,III
Vellimalai,TP,TAMIL_NADU,TN,11760,IV
Vellore,UA,TAMIL_NADU,TN,386746,I
Vellottamparappu,TP,TAMIL_NADU,TN,8131,V
Velur,TP,TAMIL_NADU,TN,18413,IV
Vengampudur,TP,TAMIL_NADU,TN,7632,V
Vengathur,CT,TAMIL_NADU,TN,17076,IV
Venkarai,TP,TAMIL_NADU,TN,8928,V
Vennanthur,TP,TAMIL_NADU,TN,13482,IV
Veppathur,TP,TAMIL_NADU,TN,7417,V
Verkilambi,TP,TAMIL_NADU,TN,18003,IV
Vettaikaranpudur,TP,TAMIL_NADU,TN,18360,IV
Vettavalam,TP,TAMIL_NADU,TN,13402,IV
Vijayapuri,CT,TAMIL_NADU,TN,6517,V
Vikramasingapuram,TP,TAMIL_NADU,TN,48309,III
Vikravandi,TP,TAMIL_NADU,TN,10145,IV
Vilapakkam,TP,TAMIL_NADU,TN,8052,V
Vilathikulam,TP,TAMIL_NADU,TN,13542,IV
Vilavur,TP,TAMIL_NADU,TN,13672,IV
Villukuri,TP,TAMIL_NADU,TN,13696,IV
Viluppuram,M,TAMIL_NADU,TN,95455,II
Virudhachalam,M,TAMIL_NADU,TN,60164,II
Virudhunagar,M,TAMIL_NADU,TN,72081,II
Virupakshipuram,CT,TAMIL_NADU,TN,12885,IV
Viswanatham,CT,TAMIL_NADU,TN,22154,III
Walajabad,TP,TAMIL_NADU,TN,10853,IV
Chumukedima,CT,NAGALAND,NAG,16504,IV
Dimapur,TC,NAGALAND,NAG,98096,II
Kohima,TC,NAGALAND,NAG,77030,II
Mokokchung,TC,NAGALAND,NAG,31214,III
Mon Town,TC,NAGALAND,NAG,16590,IV
Phek,TC,NAGALAND,NAG,12864,IV
Tuensang,TC,NAGALAND,NAG,29772,III
Wokha,TC,NAGALAND,NAG,37636,III
Zunheboto,TC,NAGALAND,NAG,23081,III
Daman,M Cl,DAMAN_DIU,D&D,35770,III
Diu,M Cl,DAMAN_DIU,D&D,21578,III
Asola,CT,DELHI,DEL,5003,V
Bhati,CT,DELHI,DEL,15888,IV
,Delhi U.A,DELHI,DEL,12877470,I
Jona Pur,CT,DELHI,DEL,7419,V
Karaikal,M,PONDICHERRY,PO,74438,II
ahe,M,PONDICHERRY,PO,36828,III
Pondicherry,UA,PONDICHERRY,PO,505959,I
Yanam,M,PONDICHERRY,PO,31394,III
Abhayapuri,TC,ASSAM,ASM,14673,IV
Amguri,TC,ASSAM,ASM,6997,V
Anand Nagar,CT,ASSAM,ASM,5026,V
Badarpur,TC,ASSAM,ASM,11297,IV
Badarpur Rly Town,CT,ASSAM,ASM,9940,V
Bamun Sualkuchi,CT,ASSAM,ASM,7162,V
Barpathar,TC,ASSAM,ASM,7079,V
Barpeta,MB,ASSAM,ASM,41038,III
Barpeta Road,MB,ASSAM,ASM,35725,III
Basugaon,TC,ASSAM,ASM,12440,IV
Bihpuria,TC,ASSAM,ASM,10868,IV
Bijni,TC,ASSAM,ASM,12568,IV
Bilasipara,TC,ASSAM,ASM,31171,III
Biswanath Chariali,TC,ASSAM,ASM,16825,IV
Bohari,CT,ASSAM,ASM,8086,V
Bokajan,TC,ASSAM,ASM,14219,IV
Bokakhat,TC,ASSAM,ASM,8844,V
Bongaigaon Refinery & Petro-Chemical Ltd Township,CT,ASSAM,ASM,6613,V
Bongaigaon,UA,ASSAM,ASM,75928,II
Borgolai Grant No.11,CT,ASSAM,ASM,4383,VI
Chabua,TC,ASSAM,ASM,17433,IV
Chandrapur Bagicha,CT,ASSAM,ASM,7373,V
Chapar,TC,ASSAM,ASM,18558,IV
Dergaon,TC,ASSAM,ASM,13446,IV
Dharapur,CT,ASSAM,ASM,7668,V
Dhekiajuli,MB,ASSAM,ASM,25349,III
Dhemaji,TC,ASSAM,ASM,11863,IV 
Dhing,TC,ASSAM,ASM,17844,IV
Dhubri,MB,ASSAM,ASM,64168,II
Dibrugarh,UA,ASSAM,ASM,137661,I
Digboi,UA,ASSAM,ASM,37143,III
Diphu,TC,ASSAM,ASM,52310,II
Doboka,TC,ASSAM,ASM,11058,IV
Dokmoka,TC,ASSAM,ASM,4664,VI
Donkamokam,TC,ASSAM,ASM,8240,V
Doom Dooma,TC,ASSAM,ASM,19806,IV
Duliajan No.1,CT,ASSAM,ASM,1602,VI
Duliajan Oil Town,CT,ASSAM,ASM,23763,III
Durga Nagar Part-V,CT,ASSAM,ASM,7480,V
Gauripur,TC,ASSAM,ASM,25002,III
Goalpara,MB,ASSAM,ASM,49037,III
Gohpur,TC,ASSAM,ASM,9419,V
Golaghat,MB,ASSAM,ASM,33064,III
Golokganj,CT,ASSAM,ASM,7612,V
Gossaigaon,TC,ASSAM,ASM,13508,IV
Guwahati,UA,ASSAM,ASM,818809,I
Haflong,TC,ASSAM,ASM,36302,III
Hailakandi,MB,ASSAM,ASM,29739,III
Hamren,TC,ASSAM,ASM,8445,V
Hindustan Paper Corporation Ltd. Township Area Panchgram,CT,ASSAM,ASM,4076,VI
Hojai,MB,ASSAM,ASM,35718,III
Howli,TC,ASSAM,ASM,16730,IV
Howraghat,TC,ASSAM,ASM,4052,VI
Jagiroad,CT,ASSAM,ASM,17177,IV
Jonai Bazar,CT,ASSAM,ASM,4453,VI
Jorhat,UA,ASSAM,ASM,137814,I
Kampur Town,CT,ASSAM,ASM,5409,V
Karimganj,MB,ASSAM,ASM,52613,II
Kharijapikon,CT,ASSAM,ASM,5318,V
Kharupatia,TC,ASSAM,ASM,17783,IV
Kochpara,CT,ASSAM,ASM,6081,V
Kokrajhar,MB,ASSAM,ASM,31164,III
Lakhipur,TC,ASSAM,ASM,12547,IV
Lakhipur,TC,ASSAM,ASM,9802,V
Lala,TC,ASSAM,ASM,10270,IV
Lanka,TC,ASSAM,ASM,34423,III
Lido Tikok,CT,ASSAM,ASM,6764,V
Lido Town,CT,ASSAM,ASM,8571,V
Lumding,UA,ASSAM,ASM,50570,II
Mahur,TC,ASSAM,ASM,6264,V
Maibong,TC,ASSAM,ASM,7738,V
Makum,TC,ASSAM,ASM,15118,IV
Mangaldoi,MB,ASSAM,ASM,23920,III
Mankachar,CT,ASSAM,ASM,28780,III
Margherita,CT,ASSAM,ASM,24049,III
Mariani,TC,ASSAM,ASM,20997,III
Marigaon,TC,ASSAM,ASM,20811,III
Moran Town,CT,ASSAM,ASM,6826,V
Moranhat,TC,ASSAM,ASM,5779,V
Nagaon,UA,ASSAM,ASM,123265,I
Naharkatiya,TC,ASSAM,ASM,15523,IV
Nalbari,MB,ASSAM,ASM,23183,III
Namrup,CT,ASSAM,ASM,19021,IV
Naubaisa Gaon,CT,ASSAM,ASM,4964,VI
Nazira,MB,ASSAM,ASM,13047,IV
North Guwahati,TC,ASSAM,ASM,16286,IV
North Lakhimpur,MB,ASSAM,ASM,54285,II
Numaligarh Refinery Township,CT,ASSAM,ASM,8783,V
Palasbari,MB,ASSAM,ASM,5554,V
Pathsala,TC,ASSAM,ASM,9974,V
Rangapara,TC,ASSAM,ASM,18824,IV
Rangia,MB,ASSAM,ASM,25151,III
Salakati,CT,ASSAM,ASM,6829,V
Sapatgram,TC,ASSAM,ASM,12126,IV
Sarbhog,TC,ASSAM,ASM,7687,V
Sarthebari,TC,ASSAM,ASM,7628,V
Sarupathar,TC,ASSAM,ASM,9922,V
Sarupathar Bengali,CT,ASSAM,ASM,6609,V
Sibsagar,MB,ASSAM,ASM,53854,II
Silapathar,TC,ASSAM,ASM,22516,III
Silchar,UA,ASSAM,ASM,184105,I
Sonari,MB,ASSAM,ASM,17502,IV
Sualkuchi,CT,ASSAM,ASM,14133,IV
Tangla,TC,ASSAM,ASM,18228,IV
Tezpur,UA,ASSAM,ASM,105377,I
Tihu,TC,ASSAM,ASM,4303,VI
Tinsukia,UA,ASSAM,ASM,108123,I
Titabor Town,CT,ASSAM,ASM,7545,V
Udalguri,TC,ASSAM,ASM,14897,IV
Umrangso,TC,ASSAM,ASM,9131,V
Bambooflat,CT,ANDAMAN_NICOBAR_ISLANDS,A&NI,6787,V
Garacharma,CT,ANDAMAN_NICOBAR_ISLANDS,A&NI,9427,V
Port Blair,M Cl,ANDAMAN_NICOBAR_ISLANDS,A&NI,99984,II
Andro,NP,MANIPUR,MAN,8316,V
Bishnupur,M Cl,MANIPUR,MAN,10264,IV
Heirok,NP,MANIPUR,MAN,2450,VI
Imphal UA,Distts 06 & 07,MANIPUR,MAN,250234,I
Jiribam,M Cl,MANIPUR,MAN,6423,V
Kakching,M Cl,MANIPUR,MAN,28724,III
Kakching Khunou,NP,MANIPUR,MAN,9318,V
Kumbi,NP,MANIPUR,MAN,8725,V
Kwakta,NP,MANIPUR,MAN,6484,V
Lamjaotongba,CT,MANIPUR,MAN,9067,V
Lamlai,NP,MANIPUR,MAN,4085,VI
Lamsang,NP,MANIPUR,MAN,6260,V
Lilong Imphal West,NP,MANIPUR,MAN,10421,IV
Lilong Thoubal,NP,MANIPUR,MAN,20257,III
Mayang Imphal,NP,MANIPUR,MAN,20532,III
Moirang,M Cl,MANIPUR,MAN,17178,IV
Moreh,ST,MANIPUR,MAN,14962,IV
Nambol,M Cl,MANIPUR,MAN,18784,IV
Ningthoukhong,NP,MANIPUR,MAN,10877,IV
Oinam,NP,MANIPUR,MAN,6282,V
Samurou,NP,MANIPUR,MAN,14430,IV
Sekmai Bazar,NP,MANIPUR,MAN,4314,VI
Sikhong Sekmai,NP,MANIPUR,MAN,6120,V
Sugnu,NP,MANIPUR,MAN,4508,VI
Thongkhong Laxmi Bazar,NP,MANIPUR,MAN,12680,IV
Thoubal,M Cl,MANIPUR,MAN,41174,III
Wangjing,NP,MANIPUR,MAN,6970,V
Wangoi,NP,MANIPUR,MAN,7868,V
Yairipok,NP,MANIPUR,MAN,8261,V
Amlabad,CT,JHARKHAND,JHA,4699,VI
Ara,CT,JHARKHAND,JHA,14165,IV
Balkundra,CT,JHARKHAND,JHA,5372,V
Barajamda,CT,JHARKHAND,JHA,7693,V
Barhi,CT,JHARKHAND,JHA,9933,V
Barughutu,CT,JHARKHAND,JHA,21092,III
Barwadih,CT,JHARKHAND,JHA,7218,V
Basukinath,NA,JHARKHAND,JHA,14129,IV
Bhojudih,CT,JHARKHAND,JHA,8894,V
Bokaro Steel City,UA,JHARKHAND,JHA,497780,I
Bundu,NA,JHARKHAND,JHA,18519,IV
Chaibasa,M,JHARKHAND,JHA,63648,II
Chakradharpur,UA,JHARKHAND,JHA,55228,II
Chakulia,NA,JHARKHAND,JHA,14325,IV
Chandil,CT,JHARKHAND,JHA,4347,VI
Chandrapura,CT,JHARKHAND,JHA,22396,III
Chatra,M,JHARKHAND,JHA,42020,III
Chiria,CT,JHARKHAND,JHA,3951,VI
Chirkunda,UA,JHARKHAND,JHA,106227,I
Churi,CT,JHARKHAND,JHA,25222,III
Daltonganj,M,JHARKHAND,JHA,71422,II
Danguwapasi,CT,JHARKHAND,JHA,5192,V
Dari,CT,JHARKHAND,JHA,7384,V
Deoghar,UA,JHARKHAND,JHA,112525,I
Deorikalan,CT,JHARKHAND,JHA,3930,VI
Dhanbad,UA,JHARKHAND,JHA,1065327,I
Dhanwar,CT,JHARKHAND,JHA,7926,V
Dugda,CT,JHARKHAND,JHA,18867,IV
Dumka,M,JHARKHAND,JHA,44989,III
Garhwa,M,JHARKHAND,JHA,36686,III
Ghatshila,CT,JHARKHAND,JHA,37854,III
Gidi,CT,JHARKHAND,JHA,13656,IV
Giridih,UA,JHARKHAND,JHA,105634,I
Gobindpur,CT,JHARKHAND,JHA,8504,V
Godda,M,JHARKHAND,JHA,37008,III
Gomoh,CT,JHARKHAND,JHA,28587,III
Gua,CT,JHARKHAND,JHA,10851,IV
Gumia,CT,JHARKHAND,JHA,45548,III
Gumla,M,JHARKHAND,JHA,39761,III
Hazaribag,UA,JHARKHAND,JHA,135473,I
Hesla,CT,JHARKHAND,JHA,5860,V
Hussainabad,NA,JHARKHAND,JHA,23441,III
Isri,CT,JHARKHAND,JHA,8804,V
Jadugora,CT,JHARKHAND,JHA,19565,IV
Jamshedpur UA,Distts 17 & 18,JHARKHAND,JHA,1104713,I
Jamtara,NA,JHARKHAND,JHA,22558,III
Jena,CT,JHARKHAND,JHA,7152,V
Jhinkpani,CT,JHARKHAND,JHA,11845,IV
Jhumri Tilaiya,M,JHARKHAND,JHA,69503,II
Kalikapur,CT,JHARKHAND,JHA,3775,VI
Kandra,CT,JHARKHAND,JHA,6811,V
Kedla,CT,JHARKHAND,JHA,17586,IV
Kharkhari,CT,JHARKHAND,JHA,5653,V
Kharsawan,NA,JHARKHAND,JHA,6792,V
Khelari,CT,JHARKHAND,JHA,18783,IV
Khunti,NA,JHARKHAND,JHA,29282,III
Kiriburu,CT,JHARKHAND,JHA,9554,V
Kodarma,NA,JHARKHAND,JHA,17246,IV
Kuju,CT,JHARKHAND,JHA,18040,IV
Lapanga,CT,JHARKHAND,JHA,7355,V
Latehar,NA,JHARKHAND,JHA,19082,IV
Lohardaga,M,JHARKHAND,JHA,46196,III
adhupur,M,JHARKHAND,JHA,47326,III
Marma,CT,JHARKHAND,JHA,4611,VI
Meghahatuburu Forest Village,CT,JHARKHAND,JHA,6887,V
Meru,CT,JHARKHAND,JHA,8547,V
Mihijam,NA,JHARKHAND,JHA,33236,III
Mugma,CT,JHARKHAND,JHA,2983,VI
Muri,CT,JHARKHAND,JHA,12009,IV
Musabani,CT,JHARKHAND,JHA,33980,III
Nirsa,CT,JHARKHAND,JHA,13902,IV
Noamundi,CT,JHARKHAND,JHA,16230,IV
Orla,CT,JHARKHAND,JHA,5872,V
Pakaur,M,JHARKHAND,JHA,36029,III
Palawa,CT,JHARKHAND,JHA,9758,V
Panchet,CT,JHARKHAND,JHA,8354,V
Patratu,CT,JHARKHAND,JHA,32134,III
Phusro,UA,JHARKHAND,JHA,174402,I
Rajmahal,NA,JHARKHAND,JHA,17977,IV
Ramgarh,UA,JHARKHAND,JHA,110496,I
Ranchi,UA,JHARKHAND,JHA,863495,I
Religara alias Pachhiari,CT,JHARKHAND,JHA,7473,V
Sahibganj,M,JHARKHAND,JHA,80154,II
Sahnidih,CT,JHARKHAND,JHA,5800,V
Saunda,CT,JHARKHAND,JHA,85075,II
Seraikela,M,JHARKHAND,JHA,12270,IV
Sewai,CT,JHARKHAND,JHA,8789,V
Sijhua,CT,JHARKHAND,JHA,4478,VI
Simdega,NA,JHARKHAND,JHA,33981,III
Sinduria,CT,JHARKHAND,JHA,5953,V
Sini,CT,JHARKHAND,JHA,6591,V
Tati,CT,JHARKHAND,JHA,10511,IV
Tenu Dam-Cum-Kathhara,CT,JHARKHAND,JHA,20441,III
Topa,CT,JHARKHAND,JHA,5009,V
Topchanchi,CT,JHARKHAND,JHA,5410,V
,Amli CT,DADRA_NAGAR_HAVELI,DNH,28570,III
,Silvassa CT,DADRA_NAGAR_HAVELI,DNH,21893,III
Gangtok,NTA,SIKKIM,SIK,29354,III
Gyalshing,NTA,SIKKIM,SIK,828,VI
Jorethang,NTA,SIKKIM,SIK,2967,VI
Mangan,NTA,SIKKIM,SIK,1248,VI
Namchi,NTA,SIKKIM,SIK,979,VI
Nayabazar,NTA,SIKKIM,SIK,996,VI
Rangpo,NTA,SIKKIM,SIK,3709,VI
Singtam,NTA,SIKKIM,SIK,5432,V
Upper Tadong,CT,SIKKIM,SIK,14357,IV
Along,CT,ARUNACHAL_PRADESH,ARP,17033,IV
Basar,CT,ARUNACHAL_PRADESH,ARP,4079,VI
Bomdila,CT,ARUNACHAL_PRADESH,ARP,6693,V
Changlang,CT,ARUNACHAL_PRADESH,ARP,6469,V
Daporijo,CT,ARUNACHAL_PRADESH,ARP,15756,IV
Deomali,CT,ARUNACHAL_PRADESH,ARP,6061,V
Itanagar,CT,ARUNACHAL_PRADESH,ARP,35022,III
Jairampur,CT,ARUNACHAL_PRADESH,ARP,5919,V
Khonsa,CT,ARUNACHAL_PRADESH,ARP,9233,V
Naharlagun,CT,ARUNACHAL_PRADESH,ARP,27020,III
Namsai,CT,ARUNACHAL_PRADESH,ARP,11747,IV
Pasighat,CT,ARUNACHAL_PRADESH,ARP,21965,III
Roing,CT,ARUNACHAL_PRADESH,ARP,10107,IV
Seppa,CT,ARUNACHAL_PRADESH,ARP,15002,IV
Tawang,CT,ARUNACHAL_PRADESH,ARP,8376,V
Tezu,CT,ARUNACHAL_PRADESH,ARP,15015,IV
Ziro,CT,ARUNACHAL_PRADESH,ARP,12384,IV
Agar,M,MADHYA_PRADESH,MP,31207,III
Ajaygarh,NP,MADHYA_PRADESH,MP,13997,IV
Akoda,NP,MADHYA_PRADESH,MP,11035,IV
Akodia,NP,MADHYA_PRADESH,MP,10421,IV
Alampur,NP,MADHYA_PRADESH,MP,9350,V
Alirajpur,M,MADHYA_PRADESH,MP,25164,III
Alot,NP,MADHYA_PRADESH,MP,21513,III
Amanganj,NP,MADHYA_PRADESH,MP,11609,IV
Amarkantak,NP,MADHYA_PRADESH,MP,7082,V
Amarpatan,NP,MADHYA_PRADESH,MP,16371,IV
Amarwara,NP,MADHYA_PRADESH,MP,12096,IV
Ambada,CT,MADHYA_PRADESH,MP,6892,V
Ambah,M,MADHYA_PRADESH,MP,36435,III
Amla,M,MADHYA_PRADESH,MP,29553,III
Anjad,NP,MADHYA_PRADESH,MP,22882,III
Antari,NP,MADHYA_PRADESH,MP,9535,V
Anuppur,NP,MADHYA_PRADESH,MP,16403,IV
Aron,NP,MADHYA_PRADESH,MP,21178,III
Ashoknagar,M,MADHYA_PRADESH,MP,57705,II
Ashta,UA,MADHYA_PRADESH,MP,40628,III
Babai,NP,MADHYA_PRADESH,MP,14591,IV
Bada -Malhera,NP,MADHYA_PRADESH,MP,15044,IV
Badagaon,NP,MADHYA_PRADESH,MP,7723,V
Badagoan,NP,MADHYA_PRADESH,MP,6561,V
Badarwas,NP,MADHYA_PRADESH,MP,10409,IV
Badawada,NP,MADHYA_PRADESH,MP,7655,V
Badi,NP,MADHYA_PRADESH,MP,16094,IV
Badnagar,UA,MADHYA_PRADESH,MP,34088,III
Badnawar,NP,MADHYA_PRADESH,MP,17746,IV
Badod,NP,MADHYA_PRADESH,MP,11764,IV
Badoda,NP,MADHYA_PRADESH,MP,15673,IV
Badra,CT,MADHYA_PRADESH,MP,4756,VI
Bagh,CT,MADHYA_PRADESH,MP,7415,V
Bagli,NP,MADHYA_PRADESH,MP,10128,IV
Baihar,NP,MADHYA_PRADESH,MP,15390,IV
Baikunthpur,NP,MADHYA_PRADESH,MP,9300,V
Balaghat,UA,MADHYA_PRADESH,MP,75997,II
Baldeogarh,NP,MADHYA_PRADESH,MP,7601,V
Bamhani,NP,MADHYA_PRADESH,MP,9612,V
Bamor,NP,MADHYA_PRADESH,MP,25227,III
Bamora,CT,MADHYA_PRADESH,MP,7413,V
Banda,NP,MADHYA_PRADESH,MP,26183,III
Bangawan,CT,MADHYA_PRADESH,MP,20720,III
Bansatar Kheda,CT,MADHYA_PRADESH,MP,5027,V
Barela,NP,MADHYA_PRADESH,MP,10880,IV
Bareli,UA,MADHYA_PRADESH,MP,27379,III
